absolute_path,relative_path,class 
D:\random_new_folder_for_data\dataset\3056.jpg,..\random_new_folder_for_data\dataset\3056.jpg,leopard
D:\random_new_folder_for_data\dataset\9439.jpg,..\random_new_folder_for_data\dataset\9439.jpg,leopard
D:\random_new_folder_for_data\dataset\63.jpg,..\random_new_folder_for_data\dataset\63.jpg,leopard
D:\random_new_folder_for_data\dataset\9017.jpg,..\random_new_folder_for_data\dataset\9017.jpg,leopard
D:\random_new_folder_for_data\dataset\378.jpg,..\random_new_folder_for_data\dataset\378.jpg,leopard
D:\random_new_folder_for_data\dataset\2555.jpg,..\random_new_folder_for_data\dataset\2555.jpg,leopard
D:\random_new_folder_for_data\dataset\6973.jpg,..\random_new_folder_for_data\dataset\6973.jpg,leopard
D:\random_new_folder_for_data\dataset\787.jpg,..\random_new_folder_for_data\dataset\787.jpg,leopard
D:\random_new_folder_for_data\dataset\6356.jpg,..\random_new_folder_for_data\dataset\6356.jpg,leopard
D:\random_new_folder_for_data\dataset\1410.jpg,..\random_new_folder_for_data\dataset\1410.jpg,leopard
D:\random_new_folder_for_data\dataset\1823.jpg,..\random_new_folder_for_data\dataset\1823.jpg,leopard
D:\random_new_folder_for_data\dataset\2397.jpg,..\random_new_folder_for_data\dataset\2397.jpg,leopard
D:\random_new_folder_for_data\dataset\7650.jpg,..\random_new_folder_for_data\dataset\7650.jpg,leopard
D:\random_new_folder_for_data\dataset\2063.jpg,..\random_new_folder_for_data\dataset\2063.jpg,leopard
D:\random_new_folder_for_data\dataset\6105.jpg,..\random_new_folder_for_data\dataset\6105.jpg,leopard
D:\random_new_folder_for_data\dataset\7592.jpg,..\random_new_folder_for_data\dataset\7592.jpg,leopard
D:\random_new_folder_for_data\dataset\435.jpg,..\random_new_folder_for_data\dataset\435.jpg,leopard
D:\random_new_folder_for_data\dataset\9073.jpg,..\random_new_folder_for_data\dataset\9073.jpg,leopard
D:\random_new_folder_for_data\dataset\774.jpg,..\random_new_folder_for_data\dataset\774.jpg,leopard
D:\random_new_folder_for_data\dataset\254.jpg,..\random_new_folder_for_data\dataset\254.jpg,leopard
D:\random_new_folder_for_data\dataset\3112.jpg,..\random_new_folder_for_data\dataset\3112.jpg,leopard
D:\random_new_folder_for_data\dataset\4448.jpg,..\random_new_folder_for_data\dataset\4448.jpg,leopard
D:\random_new_folder_for_data\dataset\7404.jpg,..\random_new_folder_for_data\dataset\7404.jpg,leopard
D:\random_new_folder_for_data\dataset\3535.jpg,..\random_new_folder_for_data\dataset\3535.jpg,leopard
D:\random_new_folder_for_data\dataset\8761.jpg,..\random_new_folder_for_data\dataset\8761.jpg,leopard
D:\random_new_folder_for_data\dataset\8291.jpg,..\random_new_folder_for_data\dataset\8291.jpg,leopard
D:\random_new_folder_for_data\dataset\6140.jpg,..\random_new_folder_for_data\dataset\6140.jpg,leopard
D:\random_new_folder_for_data\dataset\1955.jpg,..\random_new_folder_for_data\dataset\1955.jpg,leopard
D:\random_new_folder_for_data\dataset\4390.jpg,..\random_new_folder_for_data\dataset\4390.jpg,leopard
D:\random_new_folder_for_data\dataset\3724.jpg,..\random_new_folder_for_data\dataset\3724.jpg,leopard
D:\random_new_folder_for_data\dataset\1568.jpg,..\random_new_folder_for_data\dataset\1568.jpg,leopard
D:\random_new_folder_for_data\dataset\9988.jpg,..\random_new_folder_for_data\dataset\9988.jpg,leopard
D:\random_new_folder_for_data\dataset\9182.jpg,..\random_new_folder_for_data\dataset\9182.jpg,leopard
D:\random_new_folder_for_data\dataset\8922.jpg,..\random_new_folder_for_data\dataset\8922.jpg,leopard
D:\random_new_folder_for_data\dataset\5083.jpg,..\random_new_folder_for_data\dataset\5083.jpg,leopard
D:\random_new_folder_for_data\dataset\7381.jpg,..\random_new_folder_for_data\dataset\7381.jpg,leopard
D:\random_new_folder_for_data\dataset\2001.jpg,..\random_new_folder_for_data\dataset\2001.jpg,leopard
D:\random_new_folder_for_data\dataset\9754.jpg,..\random_new_folder_for_data\dataset\9754.jpg,leopard
D:\random_new_folder_for_data\dataset\3765.jpg,..\random_new_folder_for_data\dataset\3765.jpg,leopard
D:\random_new_folder_for_data\dataset\7769.jpg,..\random_new_folder_for_data\dataset\7769.jpg,leopard
D:\random_new_folder_for_data\dataset\9090.jpg,..\random_new_folder_for_data\dataset\9090.jpg,leopard
D:\random_new_folder_for_data\dataset\9196.jpg,..\random_new_folder_for_data\dataset\9196.jpg,leopard
D:\random_new_folder_for_data\dataset\6881.jpg,..\random_new_folder_for_data\dataset\6881.jpg,leopard
D:\random_new_folder_for_data\dataset\870.jpg,..\random_new_folder_for_data\dataset\870.jpg,leopard
D:\random_new_folder_for_data\dataset\3442.jpg,..\random_new_folder_for_data\dataset\3442.jpg,leopard
D:\random_new_folder_for_data\dataset\8292.jpg,..\random_new_folder_for_data\dataset\8292.jpg,leopard
D:\random_new_folder_for_data\dataset\7213.jpg,..\random_new_folder_for_data\dataset\7213.jpg,leopard
D:\random_new_folder_for_data\dataset\7991.jpg,..\random_new_folder_for_data\dataset\7991.jpg,leopard
D:\random_new_folder_for_data\dataset\7001.jpg,..\random_new_folder_for_data\dataset\7001.jpg,leopard
D:\random_new_folder_for_data\dataset\794.jpg,..\random_new_folder_for_data\dataset\794.jpg,leopard
D:\random_new_folder_for_data\dataset\9133.jpg,..\random_new_folder_for_data\dataset\9133.jpg,leopard
D:\random_new_folder_for_data\dataset\7558.jpg,..\random_new_folder_for_data\dataset\7558.jpg,leopard
D:\random_new_folder_for_data\dataset\617.jpg,..\random_new_folder_for_data\dataset\617.jpg,leopard
D:\random_new_folder_for_data\dataset\677.jpg,..\random_new_folder_for_data\dataset\677.jpg,leopard
D:\random_new_folder_for_data\dataset\9540.jpg,..\random_new_folder_for_data\dataset\9540.jpg,leopard
D:\random_new_folder_for_data\dataset\4457.jpg,..\random_new_folder_for_data\dataset\4457.jpg,leopard
D:\random_new_folder_for_data\dataset\2532.jpg,..\random_new_folder_for_data\dataset\2532.jpg,leopard
D:\random_new_folder_for_data\dataset\8567.jpg,..\random_new_folder_for_data\dataset\8567.jpg,leopard
D:\random_new_folder_for_data\dataset\4224.jpg,..\random_new_folder_for_data\dataset\4224.jpg,leopard
D:\random_new_folder_for_data\dataset\7124.jpg,..\random_new_folder_for_data\dataset\7124.jpg,leopard
D:\random_new_folder_for_data\dataset\7598.jpg,..\random_new_folder_for_data\dataset\7598.jpg,leopard
D:\random_new_folder_for_data\dataset\9204.jpg,..\random_new_folder_for_data\dataset\9204.jpg,leopard
D:\random_new_folder_for_data\dataset\4745.jpg,..\random_new_folder_for_data\dataset\4745.jpg,leopard
D:\random_new_folder_for_data\dataset\8141.jpg,..\random_new_folder_for_data\dataset\8141.jpg,leopard
D:\random_new_folder_for_data\dataset\7615.jpg,..\random_new_folder_for_data\dataset\7615.jpg,leopard
D:\random_new_folder_for_data\dataset\1792.jpg,..\random_new_folder_for_data\dataset\1792.jpg,leopard
D:\random_new_folder_for_data\dataset\6914.jpg,..\random_new_folder_for_data\dataset\6914.jpg,leopard
D:\random_new_folder_for_data\dataset\556.jpg,..\random_new_folder_for_data\dataset\556.jpg,leopard
D:\random_new_folder_for_data\dataset\3114.jpg,..\random_new_folder_for_data\dataset\3114.jpg,leopard
D:\random_new_folder_for_data\dataset\5782.jpg,..\random_new_folder_for_data\dataset\5782.jpg,leopard
D:\random_new_folder_for_data\dataset\9021.jpg,..\random_new_folder_for_data\dataset\9021.jpg,leopard
D:\random_new_folder_for_data\dataset\957.jpg,..\random_new_folder_for_data\dataset\957.jpg,leopard
D:\random_new_folder_for_data\dataset\8717.jpg,..\random_new_folder_for_data\dataset\8717.jpg,leopard
D:\random_new_folder_for_data\dataset\5062.jpg,..\random_new_folder_for_data\dataset\5062.jpg,leopard
D:\random_new_folder_for_data\dataset\9040.jpg,..\random_new_folder_for_data\dataset\9040.jpg,leopard
D:\random_new_folder_for_data\dataset\224.jpg,..\random_new_folder_for_data\dataset\224.jpg,leopard
D:\random_new_folder_for_data\dataset\4172.jpg,..\random_new_folder_for_data\dataset\4172.jpg,leopard
D:\random_new_folder_for_data\dataset\3270.jpg,..\random_new_folder_for_data\dataset\3270.jpg,leopard
D:\random_new_folder_for_data\dataset\1878.jpg,..\random_new_folder_for_data\dataset\1878.jpg,leopard
D:\random_new_folder_for_data\dataset\4795.jpg,..\random_new_folder_for_data\dataset\4795.jpg,leopard
D:\random_new_folder_for_data\dataset\2338.jpg,..\random_new_folder_for_data\dataset\2338.jpg,leopard
D:\random_new_folder_for_data\dataset\8944.jpg,..\random_new_folder_for_data\dataset\8944.jpg,leopard
D:\random_new_folder_for_data\dataset\7262.jpg,..\random_new_folder_for_data\dataset\7262.jpg,leopard
D:\random_new_folder_for_data\dataset\2598.jpg,..\random_new_folder_for_data\dataset\2598.jpg,leopard
D:\random_new_folder_for_data\dataset\178.jpg,..\random_new_folder_for_data\dataset\178.jpg,leopard
D:\random_new_folder_for_data\dataset\9645.jpg,..\random_new_folder_for_data\dataset\9645.jpg,leopard
D:\random_new_folder_for_data\dataset\2035.jpg,..\random_new_folder_for_data\dataset\2035.jpg,leopard
D:\random_new_folder_for_data\dataset\5835.jpg,..\random_new_folder_for_data\dataset\5835.jpg,leopard
D:\random_new_folder_for_data\dataset\3277.jpg,..\random_new_folder_for_data\dataset\3277.jpg,leopard
D:\random_new_folder_for_data\dataset\6040.jpg,..\random_new_folder_for_data\dataset\6040.jpg,leopard
D:\random_new_folder_for_data\dataset\8253.jpg,..\random_new_folder_for_data\dataset\8253.jpg,leopard
D:\random_new_folder_for_data\dataset\951.jpg,..\random_new_folder_for_data\dataset\951.jpg,leopard
D:\random_new_folder_for_data\dataset\1557.jpg,..\random_new_folder_for_data\dataset\1557.jpg,leopard
D:\random_new_folder_for_data\dataset\8928.jpg,..\random_new_folder_for_data\dataset\8928.jpg,leopard
D:\random_new_folder_for_data\dataset\300.jpg,..\random_new_folder_for_data\dataset\300.jpg,leopard
D:\random_new_folder_for_data\dataset\6101.jpg,..\random_new_folder_for_data\dataset\6101.jpg,leopard
D:\random_new_folder_for_data\dataset\2096.jpg,..\random_new_folder_for_data\dataset\2096.jpg,leopard
D:\random_new_folder_for_data\dataset\98.jpg,..\random_new_folder_for_data\dataset\98.jpg,leopard
D:\random_new_folder_for_data\dataset\2911.jpg,..\random_new_folder_for_data\dataset\2911.jpg,leopard
D:\random_new_folder_for_data\dataset\1712.jpg,..\random_new_folder_for_data\dataset\1712.jpg,leopard
D:\random_new_folder_for_data\dataset\2986.jpg,..\random_new_folder_for_data\dataset\2986.jpg,leopard
D:\random_new_folder_for_data\dataset\2109.jpg,..\random_new_folder_for_data\dataset\2109.jpg,leopard
D:\random_new_folder_for_data\dataset\2732.jpg,..\random_new_folder_for_data\dataset\2732.jpg,leopard
D:\random_new_folder_for_data\dataset\94.jpg,..\random_new_folder_for_data\dataset\94.jpg,leopard
D:\random_new_folder_for_data\dataset\2026.jpg,..\random_new_folder_for_data\dataset\2026.jpg,leopard
D:\random_new_folder_for_data\dataset\5211.jpg,..\random_new_folder_for_data\dataset\5211.jpg,leopard
D:\random_new_folder_for_data\dataset\307.jpg,..\random_new_folder_for_data\dataset\307.jpg,leopard
D:\random_new_folder_for_data\dataset\48.jpg,..\random_new_folder_for_data\dataset\48.jpg,leopard
D:\random_new_folder_for_data\dataset\8144.jpg,..\random_new_folder_for_data\dataset\8144.jpg,leopard
D:\random_new_folder_for_data\dataset\3304.jpg,..\random_new_folder_for_data\dataset\3304.jpg,leopard
D:\random_new_folder_for_data\dataset\9894.jpg,..\random_new_folder_for_data\dataset\9894.jpg,leopard
D:\random_new_folder_for_data\dataset\3429.jpg,..\random_new_folder_for_data\dataset\3429.jpg,leopard
D:\random_new_folder_for_data\dataset\2113.jpg,..\random_new_folder_for_data\dataset\2113.jpg,leopard
D:\random_new_folder_for_data\dataset\8085.jpg,..\random_new_folder_for_data\dataset\8085.jpg,leopard
D:\random_new_folder_for_data\dataset\2731.jpg,..\random_new_folder_for_data\dataset\2731.jpg,leopard
D:\random_new_folder_for_data\dataset\4957.jpg,..\random_new_folder_for_data\dataset\4957.jpg,leopard
D:\random_new_folder_for_data\dataset\6110.jpg,..\random_new_folder_for_data\dataset\6110.jpg,leopard
D:\random_new_folder_for_data\dataset\9864.jpg,..\random_new_folder_for_data\dataset\9864.jpg,leopard
D:\random_new_folder_for_data\dataset\5138.jpg,..\random_new_folder_for_data\dataset\5138.jpg,leopard
D:\random_new_folder_for_data\dataset\6894.jpg,..\random_new_folder_for_data\dataset\6894.jpg,leopard
D:\random_new_folder_for_data\dataset\8755.jpg,..\random_new_folder_for_data\dataset\8755.jpg,leopard
D:\random_new_folder_for_data\dataset\3636.jpg,..\random_new_folder_for_data\dataset\3636.jpg,leopard
D:\random_new_folder_for_data\dataset\49.jpg,..\random_new_folder_for_data\dataset\49.jpg,leopard
D:\random_new_folder_for_data\dataset\7780.jpg,..\random_new_folder_for_data\dataset\7780.jpg,leopard
D:\random_new_folder_for_data\dataset\6919.jpg,..\random_new_folder_for_data\dataset\6919.jpg,leopard
D:\random_new_folder_for_data\dataset\3760.jpg,..\random_new_folder_for_data\dataset\3760.jpg,leopard
D:\random_new_folder_for_data\dataset\9212.jpg,..\random_new_folder_for_data\dataset\9212.jpg,leopard
D:\random_new_folder_for_data\dataset\2245.jpg,..\random_new_folder_for_data\dataset\2245.jpg,leopard
D:\random_new_folder_for_data\dataset\6805.jpg,..\random_new_folder_for_data\dataset\6805.jpg,leopard
D:\random_new_folder_for_data\dataset\4572.jpg,..\random_new_folder_for_data\dataset\4572.jpg,leopard
D:\random_new_folder_for_data\dataset\4722.jpg,..\random_new_folder_for_data\dataset\4722.jpg,leopard
D:\random_new_folder_for_data\dataset\6561.jpg,..\random_new_folder_for_data\dataset\6561.jpg,leopard
D:\random_new_folder_for_data\dataset\2581.jpg,..\random_new_folder_for_data\dataset\2581.jpg,leopard
D:\random_new_folder_for_data\dataset\2496.jpg,..\random_new_folder_for_data\dataset\2496.jpg,leopard
D:\random_new_folder_for_data\dataset\6145.jpg,..\random_new_folder_for_data\dataset\6145.jpg,leopard
D:\random_new_folder_for_data\dataset\3711.jpg,..\random_new_folder_for_data\dataset\3711.jpg,leopard
D:\random_new_folder_for_data\dataset\3597.jpg,..\random_new_folder_for_data\dataset\3597.jpg,leopard
D:\random_new_folder_for_data\dataset\6155.jpg,..\random_new_folder_for_data\dataset\6155.jpg,leopard
D:\random_new_folder_for_data\dataset\8181.jpg,..\random_new_folder_for_data\dataset\8181.jpg,leopard
D:\random_new_folder_for_data\dataset\2651.jpg,..\random_new_folder_for_data\dataset\2651.jpg,leopard
D:\random_new_folder_for_data\dataset\6958.jpg,..\random_new_folder_for_data\dataset\6958.jpg,leopard
D:\random_new_folder_for_data\dataset\1099.jpg,..\random_new_folder_for_data\dataset\1099.jpg,leopard
D:\random_new_folder_for_data\dataset\8124.jpg,..\random_new_folder_for_data\dataset\8124.jpg,leopard
D:\random_new_folder_for_data\dataset\9527.jpg,..\random_new_folder_for_data\dataset\9527.jpg,leopard
D:\random_new_folder_for_data\dataset\9571.jpg,..\random_new_folder_for_data\dataset\9571.jpg,leopard
D:\random_new_folder_for_data\dataset\3601.jpg,..\random_new_folder_for_data\dataset\3601.jpg,leopard
D:\random_new_folder_for_data\dataset\6866.jpg,..\random_new_folder_for_data\dataset\6866.jpg,leopard
D:\random_new_folder_for_data\dataset\916.jpg,..\random_new_folder_for_data\dataset\916.jpg,leopard
D:\random_new_folder_for_data\dataset\1637.jpg,..\random_new_folder_for_data\dataset\1637.jpg,leopard
D:\random_new_folder_for_data\dataset\8935.jpg,..\random_new_folder_for_data\dataset\8935.jpg,leopard
D:\random_new_folder_for_data\dataset\936.jpg,..\random_new_folder_for_data\dataset\936.jpg,leopard
D:\random_new_folder_for_data\dataset\6563.jpg,..\random_new_folder_for_data\dataset\6563.jpg,leopard
D:\random_new_folder_for_data\dataset\1441.jpg,..\random_new_folder_for_data\dataset\1441.jpg,leopard
D:\random_new_folder_for_data\dataset\2423.jpg,..\random_new_folder_for_data\dataset\2423.jpg,leopard
D:\random_new_folder_for_data\dataset\3529.jpg,..\random_new_folder_for_data\dataset\3529.jpg,leopard
D:\random_new_folder_for_data\dataset\1893.jpg,..\random_new_folder_for_data\dataset\1893.jpg,leopard
D:\random_new_folder_for_data\dataset\5565.jpg,..\random_new_folder_for_data\dataset\5565.jpg,leopard
D:\random_new_folder_for_data\dataset\637.jpg,..\random_new_folder_for_data\dataset\637.jpg,leopard
D:\random_new_folder_for_data\dataset\2221.jpg,..\random_new_folder_for_data\dataset\2221.jpg,leopard
D:\random_new_folder_for_data\dataset\1133.jpg,..\random_new_folder_for_data\dataset\1133.jpg,leopard
D:\random_new_folder_for_data\dataset\3639.jpg,..\random_new_folder_for_data\dataset\3639.jpg,leopard
D:\random_new_folder_for_data\dataset\9362.jpg,..\random_new_folder_for_data\dataset\9362.jpg,leopard
D:\random_new_folder_for_data\dataset\2628.jpg,..\random_new_folder_for_data\dataset\2628.jpg,leopard
D:\random_new_folder_for_data\dataset\5964.jpg,..\random_new_folder_for_data\dataset\5964.jpg,leopard
D:\random_new_folder_for_data\dataset\573.jpg,..\random_new_folder_for_data\dataset\573.jpg,leopard
D:\random_new_folder_for_data\dataset\3356.jpg,..\random_new_folder_for_data\dataset\3356.jpg,leopard
D:\random_new_folder_for_data\dataset\2865.jpg,..\random_new_folder_for_data\dataset\2865.jpg,leopard
D:\random_new_folder_for_data\dataset\8122.jpg,..\random_new_folder_for_data\dataset\8122.jpg,leopard
D:\random_new_folder_for_data\dataset\8606.jpg,..\random_new_folder_for_data\dataset\8606.jpg,leopard
D:\random_new_folder_for_data\dataset\4103.jpg,..\random_new_folder_for_data\dataset\4103.jpg,leopard
D:\random_new_folder_for_data\dataset\9951.jpg,..\random_new_folder_for_data\dataset\9951.jpg,leopard
D:\random_new_folder_for_data\dataset\1706.jpg,..\random_new_folder_for_data\dataset\1706.jpg,leopard
D:\random_new_folder_for_data\dataset\9041.jpg,..\random_new_folder_for_data\dataset\9041.jpg,leopard
D:\random_new_folder_for_data\dataset\7300.jpg,..\random_new_folder_for_data\dataset\7300.jpg,leopard
D:\random_new_folder_for_data\dataset\658.jpg,..\random_new_folder_for_data\dataset\658.jpg,leopard
D:\random_new_folder_for_data\dataset\4862.jpg,..\random_new_folder_for_data\dataset\4862.jpg,leopard
D:\random_new_folder_for_data\dataset\8796.jpg,..\random_new_folder_for_data\dataset\8796.jpg,leopard
D:\random_new_folder_for_data\dataset\8208.jpg,..\random_new_folder_for_data\dataset\8208.jpg,leopard
D:\random_new_folder_for_data\dataset\9743.jpg,..\random_new_folder_for_data\dataset\9743.jpg,leopard
D:\random_new_folder_for_data\dataset\1012.jpg,..\random_new_folder_for_data\dataset\1012.jpg,leopard
D:\random_new_folder_for_data\dataset\4552.jpg,..\random_new_folder_for_data\dataset\4552.jpg,leopard
D:\random_new_folder_for_data\dataset\8241.jpg,..\random_new_folder_for_data\dataset\8241.jpg,leopard
D:\random_new_folder_for_data\dataset\4128.jpg,..\random_new_folder_for_data\dataset\4128.jpg,leopard
D:\random_new_folder_for_data\dataset\9794.jpg,..\random_new_folder_for_data\dataset\9794.jpg,leopard
D:\random_new_folder_for_data\dataset\9592.jpg,..\random_new_folder_for_data\dataset\9592.jpg,leopard
D:\random_new_folder_for_data\dataset\670.jpg,..\random_new_folder_for_data\dataset\670.jpg,leopard
D:\random_new_folder_for_data\dataset\7133.jpg,..\random_new_folder_for_data\dataset\7133.jpg,leopard
D:\random_new_folder_for_data\dataset\8346.jpg,..\random_new_folder_for_data\dataset\8346.jpg,leopard
D:\random_new_folder_for_data\dataset\5688.jpg,..\random_new_folder_for_data\dataset\5688.jpg,leopard
D:\random_new_folder_for_data\dataset\3772.jpg,..\random_new_folder_for_data\dataset\3772.jpg,leopard
D:\random_new_folder_for_data\dataset\4528.jpg,..\random_new_folder_for_data\dataset\4528.jpg,leopard
D:\random_new_folder_for_data\dataset\5456.jpg,..\random_new_folder_for_data\dataset\5456.jpg,leopard
D:\random_new_folder_for_data\dataset\2395.jpg,..\random_new_folder_for_data\dataset\2395.jpg,leopard
D:\random_new_folder_for_data\dataset\2809.jpg,..\random_new_folder_for_data\dataset\2809.jpg,leopard
D:\random_new_folder_for_data\dataset\2735.jpg,..\random_new_folder_for_data\dataset\2735.jpg,leopard
D:\random_new_folder_for_data\dataset\8962.jpg,..\random_new_folder_for_data\dataset\8962.jpg,leopard
D:\random_new_folder_for_data\dataset\6815.jpg,..\random_new_folder_for_data\dataset\6815.jpg,leopard
D:\random_new_folder_for_data\dataset\2797.jpg,..\random_new_folder_for_data\dataset\2797.jpg,leopard
D:\random_new_folder_for_data\dataset\1206.jpg,..\random_new_folder_for_data\dataset\1206.jpg,leopard
D:\random_new_folder_for_data\dataset\7434.jpg,..\random_new_folder_for_data\dataset\7434.jpg,leopard
D:\random_new_folder_for_data\dataset\8305.jpg,..\random_new_folder_for_data\dataset\8305.jpg,leopard
D:\random_new_folder_for_data\dataset\2575.jpg,..\random_new_folder_for_data\dataset\2575.jpg,leopard
D:\random_new_folder_for_data\dataset\5792.jpg,..\random_new_folder_for_data\dataset\5792.jpg,leopard
D:\random_new_folder_for_data\dataset\388.jpg,..\random_new_folder_for_data\dataset\388.jpg,leopard
D:\random_new_folder_for_data\dataset\7779.jpg,..\random_new_folder_for_data\dataset\7779.jpg,leopard
D:\random_new_folder_for_data\dataset\9927.jpg,..\random_new_folder_for_data\dataset\9927.jpg,leopard
D:\random_new_folder_for_data\dataset\6660.jpg,..\random_new_folder_for_data\dataset\6660.jpg,leopard
D:\random_new_folder_for_data\dataset\4567.jpg,..\random_new_folder_for_data\dataset\4567.jpg,leopard
D:\random_new_folder_for_data\dataset\1380.jpg,..\random_new_folder_for_data\dataset\1380.jpg,leopard
D:\random_new_folder_for_data\dataset\8068.jpg,..\random_new_folder_for_data\dataset\8068.jpg,leopard
D:\random_new_folder_for_data\dataset\970.jpg,..\random_new_folder_for_data\dataset\970.jpg,leopard
D:\random_new_folder_for_data\dataset\1684.jpg,..\random_new_folder_for_data\dataset\1684.jpg,leopard
D:\random_new_folder_for_data\dataset\2853.jpg,..\random_new_folder_for_data\dataset\2853.jpg,leopard
D:\random_new_folder_for_data\dataset\640.jpg,..\random_new_folder_for_data\dataset\640.jpg,leopard
D:\random_new_folder_for_data\dataset\2497.jpg,..\random_new_folder_for_data\dataset\2497.jpg,leopard
D:\random_new_folder_for_data\dataset\3855.jpg,..\random_new_folder_for_data\dataset\3855.jpg,leopard
D:\random_new_folder_for_data\dataset\532.jpg,..\random_new_folder_for_data\dataset\532.jpg,leopard
D:\random_new_folder_for_data\dataset\5523.jpg,..\random_new_folder_for_data\dataset\5523.jpg,leopard
D:\random_new_folder_for_data\dataset\5001.jpg,..\random_new_folder_for_data\dataset\5001.jpg,leopard
D:\random_new_folder_for_data\dataset\4238.jpg,..\random_new_folder_for_data\dataset\4238.jpg,leopard
D:\random_new_folder_for_data\dataset\3640.jpg,..\random_new_folder_for_data\dataset\3640.jpg,leopard
D:\random_new_folder_for_data\dataset\2556.jpg,..\random_new_folder_for_data\dataset\2556.jpg,leopard
D:\random_new_folder_for_data\dataset\6818.jpg,..\random_new_folder_for_data\dataset\6818.jpg,leopard
D:\random_new_folder_for_data\dataset\3844.jpg,..\random_new_folder_for_data\dataset\3844.jpg,leopard
D:\random_new_folder_for_data\dataset\4546.jpg,..\random_new_folder_for_data\dataset\4546.jpg,leopard
D:\random_new_folder_for_data\dataset\9395.jpg,..\random_new_folder_for_data\dataset\9395.jpg,leopard
D:\random_new_folder_for_data\dataset\9814.jpg,..\random_new_folder_for_data\dataset\9814.jpg,leopard
D:\random_new_folder_for_data\dataset\9442.jpg,..\random_new_folder_for_data\dataset\9442.jpg,leopard
D:\random_new_folder_for_data\dataset\6079.jpg,..\random_new_folder_for_data\dataset\6079.jpg,leopard
D:\random_new_folder_for_data\dataset\5958.jpg,..\random_new_folder_for_data\dataset\5958.jpg,leopard
D:\random_new_folder_for_data\dataset\8526.jpg,..\random_new_folder_for_data\dataset\8526.jpg,leopard
D:\random_new_folder_for_data\dataset\9771.jpg,..\random_new_folder_for_data\dataset\9771.jpg,leopard
D:\random_new_folder_for_data\dataset\1413.jpg,..\random_new_folder_for_data\dataset\1413.jpg,leopard
D:\random_new_folder_for_data\dataset\6095.jpg,..\random_new_folder_for_data\dataset\6095.jpg,leopard
D:\random_new_folder_for_data\dataset\2380.jpg,..\random_new_folder_for_data\dataset\2380.jpg,leopard
D:\random_new_folder_for_data\dataset\9383.jpg,..\random_new_folder_for_data\dataset\9383.jpg,leopard
D:\random_new_folder_for_data\dataset\9956.jpg,..\random_new_folder_for_data\dataset\9956.jpg,leopard
D:\random_new_folder_for_data\dataset\4478.jpg,..\random_new_folder_for_data\dataset\4478.jpg,leopard
D:\random_new_folder_for_data\dataset\9569.jpg,..\random_new_folder_for_data\dataset\9569.jpg,leopard
D:\random_new_folder_for_data\dataset\3643.jpg,..\random_new_folder_for_data\dataset\3643.jpg,leopard
D:\random_new_folder_for_data\dataset\4687.jpg,..\random_new_folder_for_data\dataset\4687.jpg,leopard
D:\random_new_folder_for_data\dataset\7273.jpg,..\random_new_folder_for_data\dataset\7273.jpg,leopard
D:\random_new_folder_for_data\dataset\1105.jpg,..\random_new_folder_for_data\dataset\1105.jpg,leopard
D:\random_new_folder_for_data\dataset\6734.jpg,..\random_new_folder_for_data\dataset\6734.jpg,leopard
D:\random_new_folder_for_data\dataset\5205.jpg,..\random_new_folder_for_data\dataset\5205.jpg,leopard
D:\random_new_folder_for_data\dataset\4199.jpg,..\random_new_folder_for_data\dataset\4199.jpg,leopard
D:\random_new_folder_for_data\dataset\3387.jpg,..\random_new_folder_for_data\dataset\3387.jpg,leopard
D:\random_new_folder_for_data\dataset\5068.jpg,..\random_new_folder_for_data\dataset\5068.jpg,leopard
D:\random_new_folder_for_data\dataset\6447.jpg,..\random_new_folder_for_data\dataset\6447.jpg,leopard
D:\random_new_folder_for_data\dataset\244.jpg,..\random_new_folder_for_data\dataset\244.jpg,leopard
D:\random_new_folder_for_data\dataset\1103.jpg,..\random_new_folder_for_data\dataset\1103.jpg,leopard
D:\random_new_folder_for_data\dataset\6474.jpg,..\random_new_folder_for_data\dataset\6474.jpg,leopard
D:\random_new_folder_for_data\dataset\4165.jpg,..\random_new_folder_for_data\dataset\4165.jpg,leopard
D:\random_new_folder_for_data\dataset\5680.jpg,..\random_new_folder_for_data\dataset\5680.jpg,leopard
D:\random_new_folder_for_data\dataset\1863.jpg,..\random_new_folder_for_data\dataset\1863.jpg,leopard
D:\random_new_folder_for_data\dataset\8581.jpg,..\random_new_folder_for_data\dataset\8581.jpg,leopard
D:\random_new_folder_for_data\dataset\4706.jpg,..\random_new_folder_for_data\dataset\4706.jpg,leopard
D:\random_new_folder_for_data\dataset\5137.jpg,..\random_new_folder_for_data\dataset\5137.jpg,leopard
D:\random_new_folder_for_data\dataset\8970.jpg,..\random_new_folder_for_data\dataset\8970.jpg,leopard
D:\random_new_folder_for_data\dataset\6576.jpg,..\random_new_folder_for_data\dataset\6576.jpg,leopard
D:\random_new_folder_for_data\dataset\5497.jpg,..\random_new_folder_for_data\dataset\5497.jpg,leopard
D:\random_new_folder_for_data\dataset\8646.jpg,..\random_new_folder_for_data\dataset\8646.jpg,leopard
D:\random_new_folder_for_data\dataset\8091.jpg,..\random_new_folder_for_data\dataset\8091.jpg,leopard
D:\random_new_folder_for_data\dataset\9824.jpg,..\random_new_folder_for_data\dataset\9824.jpg,leopard
D:\random_new_folder_for_data\dataset\854.jpg,..\random_new_folder_for_data\dataset\854.jpg,leopard
