absolute_path,relative_path,class
D:\python\dataset\leopard\0358.jpg,dataset\leopard\0358.jpg,leopard
D:\python\dataset\leopard\0359.jpg,dataset\leopard\0359.jpg,leopard
D:\python\dataset\leopard\0360.jpg,dataset\leopard\0360.jpg,leopard
D:\python\dataset\leopard\0361.jpg,dataset\leopard\0361.jpg,leopard
D:\python\dataset\leopard\0362.jpg,dataset\leopard\0362.jpg,leopard
D:\python\dataset\leopard\0363.jpg,dataset\leopard\0363.jpg,leopard
D:\python\dataset\leopard\0364.jpg,dataset\leopard\0364.jpg,leopard
D:\python\dataset\leopard\0365.jpg,dataset\leopard\0365.jpg,leopard
D:\python\dataset\leopard\0366.jpg,dataset\leopard\0366.jpg,leopard
D:\python\dataset\leopard\0367.jpg,dataset\leopard\0367.jpg,leopard
D:\python\dataset\leopard\0368.jpg,dataset\leopard\0368.jpg,leopard
D:\python\dataset\leopard\0369.jpg,dataset\leopard\0369.jpg,leopard
D:\python\dataset\leopard\0370.jpg,dataset\leopard\0370.jpg,leopard
D:\python\dataset\leopard\0371.jpg,dataset\leopard\0371.jpg,leopard
D:\python\dataset\leopard\0372.jpg,dataset\leopard\0372.jpg,leopard
D:\python\dataset\leopard\0373.jpg,dataset\leopard\0373.jpg,leopard
D:\python\dataset\leopard\0374.jpg,dataset\leopard\0374.jpg,leopard
D:\python\dataset\leopard\0375.jpg,dataset\leopard\0375.jpg,leopard
D:\python\dataset\leopard\0376.jpg,dataset\leopard\0376.jpg,leopard
D:\python\dataset\leopard\0377.jpg,dataset\leopard\0377.jpg,leopard
D:\python\dataset\leopard\0378.jpg,dataset\leopard\0378.jpg,leopard
D:\python\dataset\leopard\0379.jpg,dataset\leopard\0379.jpg,leopard
D:\python\dataset\leopard\0380.jpg,dataset\leopard\0380.jpg,leopard
D:\python\dataset\leopard\0381.jpg,dataset\leopard\0381.jpg,leopard
D:\python\dataset\leopard\0382.jpg,dataset\leopard\0382.jpg,leopard
D:\python\dataset\leopard\0383.jpg,dataset\leopard\0383.jpg,leopard
D:\python\dataset\leopard\0384.jpg,dataset\leopard\0384.jpg,leopard
D:\python\dataset\leopard\0385.jpg,dataset\leopard\0385.jpg,leopard
D:\python\dataset\leopard\0386.jpg,dataset\leopard\0386.jpg,leopard
D:\python\dataset\leopard\0387.jpg,dataset\leopard\0387.jpg,leopard
D:\python\dataset\leopard\0388.jpg,dataset\leopard\0388.jpg,leopard
D:\python\dataset\leopard\0389.jpg,dataset\leopard\0389.jpg,leopard
D:\python\dataset\leopard\0390.jpg,dataset\leopard\0390.jpg,leopard
D:\python\dataset\leopard\0391.jpg,dataset\leopard\0391.jpg,leopard
D:\python\dataset\leopard\0392.jpg,dataset\leopard\0392.jpg,leopard
D:\python\dataset\leopard\0393.jpg,dataset\leopard\0393.jpg,leopard
D:\python\dataset\leopard\0394.jpg,dataset\leopard\0394.jpg,leopard
D:\python\dataset\leopard\0395.jpg,dataset\leopard\0395.jpg,leopard
D:\python\dataset\leopard\0396.jpg,dataset\leopard\0396.jpg,leopard
D:\python\dataset\leopard\0397.jpg,dataset\leopard\0397.jpg,leopard
D:\python\dataset\leopard\0398.jpg,dataset\leopard\0398.jpg,leopard
D:\python\dataset\leopard\0399.jpg,dataset\leopard\0399.jpg,leopard
D:\python\dataset\leopard\0400.jpg,dataset\leopard\0400.jpg,leopard
D:\python\dataset\leopard\0401.jpg,dataset\leopard\0401.jpg,leopard
D:\python\dataset\leopard\0402.jpg,dataset\leopard\0402.jpg,leopard
D:\python\dataset\leopard\0403.jpg,dataset\leopard\0403.jpg,leopard
D:\python\dataset\leopard\0404.jpg,dataset\leopard\0404.jpg,leopard
D:\python\dataset\leopard\0405.jpg,dataset\leopard\0405.jpg,leopard
D:\python\dataset\leopard\0406.jpg,dataset\leopard\0406.jpg,leopard
D:\python\dataset\leopard\0407.jpg,dataset\leopard\0407.jpg,leopard
D:\python\dataset\leopard\0408.jpg,dataset\leopard\0408.jpg,leopard
D:\python\dataset\leopard\0409.jpg,dataset\leopard\0409.jpg,leopard
D:\python\dataset\leopard\0410.jpg,dataset\leopard\0410.jpg,leopard
D:\python\dataset\leopard\0411.jpg,dataset\leopard\0411.jpg,leopard
D:\python\dataset\leopard\0412.jpg,dataset\leopard\0412.jpg,leopard
D:\python\dataset\leopard\0413.jpg,dataset\leopard\0413.jpg,leopard
D:\python\dataset\leopard\0414.jpg,dataset\leopard\0414.jpg,leopard
D:\python\dataset\leopard\0415.jpg,dataset\leopard\0415.jpg,leopard
D:\python\dataset\leopard\0416.jpg,dataset\leopard\0416.jpg,leopard
D:\python\dataset\leopard\0417.jpg,dataset\leopard\0417.jpg,leopard
D:\python\dataset\leopard\0418.jpg,dataset\leopard\0418.jpg,leopard
D:\python\dataset\leopard\0419.jpg,dataset\leopard\0419.jpg,leopard
D:\python\dataset\leopard\0420.jpg,dataset\leopard\0420.jpg,leopard
D:\python\dataset\leopard\0421.jpg,dataset\leopard\0421.jpg,leopard
D:\python\dataset\leopard\0422.jpg,dataset\leopard\0422.jpg,leopard
D:\python\dataset\leopard\0423.jpg,dataset\leopard\0423.jpg,leopard
D:\python\dataset\leopard\0424.jpg,dataset\leopard\0424.jpg,leopard
D:\python\dataset\leopard\0425.jpg,dataset\leopard\0425.jpg,leopard
D:\python\dataset\leopard\0426.jpg,dataset\leopard\0426.jpg,leopard
D:\python\dataset\leopard\0427.jpg,dataset\leopard\0427.jpg,leopard
D:\python\dataset\leopard\0428.jpg,dataset\leopard\0428.jpg,leopard
D:\python\dataset\leopard\0429.jpg,dataset\leopard\0429.jpg,leopard
D:\python\dataset\leopard\0430.jpg,dataset\leopard\0430.jpg,leopard
D:\python\dataset\leopard\0431.jpg,dataset\leopard\0431.jpg,leopard
D:\python\dataset\leopard\0432.jpg,dataset\leopard\0432.jpg,leopard
D:\python\dataset\leopard\0433.jpg,dataset\leopard\0433.jpg,leopard
D:\python\dataset\leopard\0434.jpg,dataset\leopard\0434.jpg,leopard
D:\python\dataset\leopard\0435.jpg,dataset\leopard\0435.jpg,leopard
D:\python\dataset\leopard\0436.jpg,dataset\leopard\0436.jpg,leopard
D:\python\dataset\leopard\0437.jpg,dataset\leopard\0437.jpg,leopard
D:\python\dataset\leopard\0438.jpg,dataset\leopard\0438.jpg,leopard
D:\python\dataset\leopard\0439.jpg,dataset\leopard\0439.jpg,leopard
D:\python\dataset\leopard\0440.jpg,dataset\leopard\0440.jpg,leopard
D:\python\dataset\leopard\0441.jpg,dataset\leopard\0441.jpg,leopard
D:\python\dataset\leopard\0442.jpg,dataset\leopard\0442.jpg,leopard
D:\python\dataset\leopard\0443.jpg,dataset\leopard\0443.jpg,leopard
D:\python\dataset\leopard\0444.jpg,dataset\leopard\0444.jpg,leopard
D:\python\dataset\leopard\0445.jpg,dataset\leopard\0445.jpg,leopard
D:\python\dataset\leopard\0446.jpg,dataset\leopard\0446.jpg,leopard
D:\python\dataset\leopard\0447.jpg,dataset\leopard\0447.jpg,leopard
D:\python\dataset\leopard\0448.jpg,dataset\leopard\0448.jpg,leopard
D:\python\dataset\leopard\0449.jpg,dataset\leopard\0449.jpg,leopard
D:\python\dataset\leopard\0450.jpg,dataset\leopard\0450.jpg,leopard
D:\python\dataset\leopard\0451.jpg,dataset\leopard\0451.jpg,leopard
D:\python\dataset\leopard\0452.jpg,dataset\leopard\0452.jpg,leopard
D:\python\dataset\leopard\0453.jpg,dataset\leopard\0453.jpg,leopard
D:\python\dataset\leopard\0454.jpg,dataset\leopard\0454.jpg,leopard
D:\python\dataset\leopard\0455.jpg,dataset\leopard\0455.jpg,leopard
D:\python\dataset\leopard\0456.jpg,dataset\leopard\0456.jpg,leopard
D:\python\dataset\leopard\0457.jpg,dataset\leopard\0457.jpg,leopard
D:\python\dataset\leopard\0458.jpg,dataset\leopard\0458.jpg,leopard
D:\python\dataset\leopard\0459.jpg,dataset\leopard\0459.jpg,leopard
D:\python\dataset\leopard\0460.jpg,dataset\leopard\0460.jpg,leopard
D:\python\dataset\leopard\0461.jpg,dataset\leopard\0461.jpg,leopard
D:\python\dataset\leopard\0462.jpg,dataset\leopard\0462.jpg,leopard
D:\python\dataset\leopard\0463.jpg,dataset\leopard\0463.jpg,leopard
D:\python\dataset\leopard\0464.jpg,dataset\leopard\0464.jpg,leopard
D:\python\dataset\leopard\0465.jpg,dataset\leopard\0465.jpg,leopard
D:\python\dataset\leopard\0466.jpg,dataset\leopard\0466.jpg,leopard
D:\python\dataset\leopard\0467.jpg,dataset\leopard\0467.jpg,leopard
D:\python\dataset\leopard\0468.jpg,dataset\leopard\0468.jpg,leopard
D:\python\dataset\leopard\0469.jpg,dataset\leopard\0469.jpg,leopard
D:\python\dataset\leopard\0470.jpg,dataset\leopard\0470.jpg,leopard
D:\python\dataset\leopard\0471.jpg,dataset\leopard\0471.jpg,leopard
D:\python\dataset\leopard\0472.jpg,dataset\leopard\0472.jpg,leopard
D:\python\dataset\leopard\0473.jpg,dataset\leopard\0473.jpg,leopard
D:\python\dataset\leopard\0474.jpg,dataset\leopard\0474.jpg,leopard
D:\python\dataset\leopard\0475.jpg,dataset\leopard\0475.jpg,leopard
D:\python\dataset\leopard\0476.jpg,dataset\leopard\0476.jpg,leopard
D:\python\dataset\leopard\0477.jpg,dataset\leopard\0477.jpg,leopard
D:\python\dataset\leopard\0478.jpg,dataset\leopard\0478.jpg,leopard
D:\python\dataset\leopard\0479.jpg,dataset\leopard\0479.jpg,leopard
D:\python\dataset\leopard\0480.jpg,dataset\leopard\0480.jpg,leopard
D:\python\dataset\leopard\0481.jpg,dataset\leopard\0481.jpg,leopard
D:\python\dataset\leopard\0482.jpg,dataset\leopard\0482.jpg,leopard
D:\python\dataset\leopard\0483.jpg,dataset\leopard\0483.jpg,leopard
D:\python\dataset\leopard\0484.jpg,dataset\leopard\0484.jpg,leopard
D:\python\dataset\leopard\0485.jpg,dataset\leopard\0485.jpg,leopard
D:\python\dataset\leopard\0486.jpg,dataset\leopard\0486.jpg,leopard
D:\python\dataset\leopard\0487.jpg,dataset\leopard\0487.jpg,leopard
D:\python\dataset\leopard\0488.jpg,dataset\leopard\0488.jpg,leopard
D:\python\dataset\leopard\0489.jpg,dataset\leopard\0489.jpg,leopard
D:\python\dataset\leopard\0490.jpg,dataset\leopard\0490.jpg,leopard
D:\python\dataset\leopard\0491.jpg,dataset\leopard\0491.jpg,leopard
D:\python\dataset\leopard\0492.jpg,dataset\leopard\0492.jpg,leopard
D:\python\dataset\leopard\0493.jpg,dataset\leopard\0493.jpg,leopard
D:\python\dataset\leopard\0494.jpg,dataset\leopard\0494.jpg,leopard
D:\python\dataset\leopard\0495.jpg,dataset\leopard\0495.jpg,leopard
D:\python\dataset\leopard\0496.jpg,dataset\leopard\0496.jpg,leopard
D:\python\dataset\leopard\0497.jpg,dataset\leopard\0497.jpg,leopard
D:\python\dataset\leopard\0498.jpg,dataset\leopard\0498.jpg,leopard
D:\python\dataset\leopard\0499.jpg,dataset\leopard\0499.jpg,leopard
D:\python\dataset\leopard\0500.jpg,dataset\leopard\0500.jpg,leopard
D:\python\dataset\leopard\0501.jpg,dataset\leopard\0501.jpg,leopard
D:\python\dataset\leopard\0502.jpg,dataset\leopard\0502.jpg,leopard
D:\python\dataset\leopard\0503.jpg,dataset\leopard\0503.jpg,leopard
D:\python\dataset\leopard\0504.jpg,dataset\leopard\0504.jpg,leopard
D:\python\dataset\leopard\0505.jpg,dataset\leopard\0505.jpg,leopard
D:\python\dataset\leopard\0506.jpg,dataset\leopard\0506.jpg,leopard
D:\python\dataset\leopard\0507.jpg,dataset\leopard\0507.jpg,leopard
D:\python\dataset\leopard\0508.jpg,dataset\leopard\0508.jpg,leopard
D:\python\dataset\leopard\0509.jpg,dataset\leopard\0509.jpg,leopard
D:\python\dataset\leopard\0510.jpg,dataset\leopard\0510.jpg,leopard
D:\python\dataset\leopard\0511.jpg,dataset\leopard\0511.jpg,leopard
D:\python\dataset\leopard\0512.jpg,dataset\leopard\0512.jpg,leopard
D:\python\dataset\leopard\0513.jpg,dataset\leopard\0513.jpg,leopard
D:\python\dataset\leopard\0514.jpg,dataset\leopard\0514.jpg,leopard
D:\python\dataset\leopard\0515.jpg,dataset\leopard\0515.jpg,leopard
D:\python\dataset\leopard\0516.jpg,dataset\leopard\0516.jpg,leopard
D:\python\dataset\leopard\0517.jpg,dataset\leopard\0517.jpg,leopard
D:\python\dataset\leopard\0518.jpg,dataset\leopard\0518.jpg,leopard
D:\python\dataset\leopard\0519.jpg,dataset\leopard\0519.jpg,leopard
D:\python\dataset\leopard\0520.jpg,dataset\leopard\0520.jpg,leopard
D:\python\dataset\leopard\0521.jpg,dataset\leopard\0521.jpg,leopard
D:\python\dataset\leopard\0522.jpg,dataset\leopard\0522.jpg,leopard
D:\python\dataset\leopard\0523.jpg,dataset\leopard\0523.jpg,leopard
D:\python\dataset\leopard\0524.jpg,dataset\leopard\0524.jpg,leopard
D:\python\dataset\leopard\0525.jpg,dataset\leopard\0525.jpg,leopard
D:\python\dataset\leopard\0526.jpg,dataset\leopard\0526.jpg,leopard
D:\python\dataset\leopard\0527.jpg,dataset\leopard\0527.jpg,leopard
D:\python\dataset\leopard\0528.jpg,dataset\leopard\0528.jpg,leopard
D:\python\dataset\leopard\0529.jpg,dataset\leopard\0529.jpg,leopard
D:\python\dataset\leopard\0530.jpg,dataset\leopard\0530.jpg,leopard
D:\python\dataset\leopard\0531.jpg,dataset\leopard\0531.jpg,leopard
D:\python\dataset\leopard\0532.jpg,dataset\leopard\0532.jpg,leopard
D:\python\dataset\leopard\0533.jpg,dataset\leopard\0533.jpg,leopard
D:\python\dataset\leopard\0534.jpg,dataset\leopard\0534.jpg,leopard
D:\python\dataset\leopard\0535.jpg,dataset\leopard\0535.jpg,leopard
D:\python\dataset\leopard\0536.jpg,dataset\leopard\0536.jpg,leopard
D:\python\dataset\leopard\0537.jpg,dataset\leopard\0537.jpg,leopard
D:\python\dataset\leopard\0538.jpg,dataset\leopard\0538.jpg,leopard
D:\python\dataset\leopard\0539.jpg,dataset\leopard\0539.jpg,leopard
D:\python\dataset\leopard\0540.jpg,dataset\leopard\0540.jpg,leopard
D:\python\dataset\leopard\0541.jpg,dataset\leopard\0541.jpg,leopard
D:\python\dataset\leopard\0542.jpg,dataset\leopard\0542.jpg,leopard
D:\python\dataset\leopard\0543.jpg,dataset\leopard\0543.jpg,leopard
D:\python\dataset\leopard\0544.jpg,dataset\leopard\0544.jpg,leopard
D:\python\dataset\leopard\0545.jpg,dataset\leopard\0545.jpg,leopard
D:\python\dataset\leopard\0546.jpg,dataset\leopard\0546.jpg,leopard
D:\python\dataset\leopard\0547.jpg,dataset\leopard\0547.jpg,leopard
D:\python\dataset\leopard\0548.jpg,dataset\leopard\0548.jpg,leopard
D:\python\dataset\leopard\0549.jpg,dataset\leopard\0549.jpg,leopard
D:\python\dataset\leopard\0550.jpg,dataset\leopard\0550.jpg,leopard
D:\python\dataset\leopard\0551.jpg,dataset\leopard\0551.jpg,leopard
D:\python\dataset\leopard\0552.jpg,dataset\leopard\0552.jpg,leopard
D:\python\dataset\leopard\0553.jpg,dataset\leopard\0553.jpg,leopard
D:\python\dataset\leopard\0554.jpg,dataset\leopard\0554.jpg,leopard
D:\python\dataset\leopard\0555.jpg,dataset\leopard\0555.jpg,leopard
D:\python\dataset\leopard\0556.jpg,dataset\leopard\0556.jpg,leopard
D:\python\dataset\leopard\0557.jpg,dataset\leopard\0557.jpg,leopard
D:\python\dataset\leopard\0558.jpg,dataset\leopard\0558.jpg,leopard
D:\python\dataset\leopard\0559.jpg,dataset\leopard\0559.jpg,leopard
D:\python\dataset\leopard\0560.jpg,dataset\leopard\0560.jpg,leopard
D:\python\dataset\leopard\0561.jpg,dataset\leopard\0561.jpg,leopard
D:\python\dataset\leopard\0562.jpg,dataset\leopard\0562.jpg,leopard
D:\python\dataset\leopard\0563.jpg,dataset\leopard\0563.jpg,leopard
D:\python\dataset\leopard\0564.jpg,dataset\leopard\0564.jpg,leopard
D:\python\dataset\leopard\0565.jpg,dataset\leopard\0565.jpg,leopard
D:\python\dataset\leopard\0566.jpg,dataset\leopard\0566.jpg,leopard
D:\python\dataset\leopard\0567.jpg,dataset\leopard\0567.jpg,leopard
D:\python\dataset\leopard\0568.jpg,dataset\leopard\0568.jpg,leopard
D:\python\dataset\leopard\0569.jpg,dataset\leopard\0569.jpg,leopard
D:\python\dataset\leopard\0570.jpg,dataset\leopard\0570.jpg,leopard
D:\python\dataset\leopard\0571.jpg,dataset\leopard\0571.jpg,leopard
D:\python\dataset\leopard\0572.jpg,dataset\leopard\0572.jpg,leopard
D:\python\dataset\leopard\0573.jpg,dataset\leopard\0573.jpg,leopard
D:\python\dataset\leopard\0574.jpg,dataset\leopard\0574.jpg,leopard
D:\python\dataset\leopard\0575.jpg,dataset\leopard\0575.jpg,leopard
D:\python\dataset\leopard\0576.jpg,dataset\leopard\0576.jpg,leopard
D:\python\dataset\leopard\0577.jpg,dataset\leopard\0577.jpg,leopard
D:\python\dataset\leopard\0578.jpg,dataset\leopard\0578.jpg,leopard
D:\python\dataset\leopard\0579.jpg,dataset\leopard\0579.jpg,leopard
D:\python\dataset\leopard\0580.jpg,dataset\leopard\0580.jpg,leopard
D:\python\dataset\leopard\0581.jpg,dataset\leopard\0581.jpg,leopard
D:\python\dataset\leopard\0582.jpg,dataset\leopard\0582.jpg,leopard
D:\python\dataset\leopard\0583.jpg,dataset\leopard\0583.jpg,leopard
D:\python\dataset\leopard\0584.jpg,dataset\leopard\0584.jpg,leopard
D:\python\dataset\leopard\0585.jpg,dataset\leopard\0585.jpg,leopard
D:\python\dataset\leopard\0586.jpg,dataset\leopard\0586.jpg,leopard
D:\python\dataset\leopard\0587.jpg,dataset\leopard\0587.jpg,leopard
D:\python\dataset\leopard\0588.jpg,dataset\leopard\0588.jpg,leopard
D:\python\dataset\leopard\0589.jpg,dataset\leopard\0589.jpg,leopard
D:\python\dataset\leopard\0590.jpg,dataset\leopard\0590.jpg,leopard
D:\python\dataset\leopard\0591.jpg,dataset\leopard\0591.jpg,leopard
D:\python\dataset\leopard\0592.jpg,dataset\leopard\0592.jpg,leopard
D:\python\dataset\leopard\0593.jpg,dataset\leopard\0593.jpg,leopard
D:\python\dataset\leopard\0594.jpg,dataset\leopard\0594.jpg,leopard
D:\python\dataset\leopard\0595.jpg,dataset\leopard\0595.jpg,leopard
D:\python\dataset\leopard\0596.jpg,dataset\leopard\0596.jpg,leopard
D:\python\dataset\leopard\0597.jpg,dataset\leopard\0597.jpg,leopard
D:\python\dataset\leopard\0598.jpg,dataset\leopard\0598.jpg,leopard
D:\python\dataset\leopard\0599.jpg,dataset\leopard\0599.jpg,leopard
D:\python\dataset\leopard\0600.jpg,dataset\leopard\0600.jpg,leopard
D:\python\dataset\leopard\0601.jpg,dataset\leopard\0601.jpg,leopard
D:\python\dataset\leopard\0602.jpg,dataset\leopard\0602.jpg,leopard
D:\python\dataset\leopard\0603.jpg,dataset\leopard\0603.jpg,leopard
D:\python\dataset\leopard\0604.jpg,dataset\leopard\0604.jpg,leopard
D:\python\dataset\leopard\0605.jpg,dataset\leopard\0605.jpg,leopard
D:\python\dataset\leopard\0606.jpg,dataset\leopard\0606.jpg,leopard
D:\python\dataset\leopard\0607.jpg,dataset\leopard\0607.jpg,leopard
D:\python\dataset\leopard\0608.jpg,dataset\leopard\0608.jpg,leopard
D:\python\dataset\leopard\0609.jpg,dataset\leopard\0609.jpg,leopard
D:\python\dataset\leopard\0610.jpg,dataset\leopard\0610.jpg,leopard
D:\python\dataset\leopard\0611.jpg,dataset\leopard\0611.jpg,leopard
D:\python\dataset\leopard\0612.jpg,dataset\leopard\0612.jpg,leopard
D:\python\dataset\leopard\0613.jpg,dataset\leopard\0613.jpg,leopard
D:\python\dataset\leopard\0614.jpg,dataset\leopard\0614.jpg,leopard
D:\python\dataset\leopard\0615.jpg,dataset\leopard\0615.jpg,leopard
D:\python\dataset\leopard\0616.jpg,dataset\leopard\0616.jpg,leopard
D:\python\dataset\leopard\0617.jpg,dataset\leopard\0617.jpg,leopard
D:\python\dataset\leopard\0618.jpg,dataset\leopard\0618.jpg,leopard
D:\python\dataset\leopard\0619.jpg,dataset\leopard\0619.jpg,leopard
D:\python\dataset\leopard\0620.jpg,dataset\leopard\0620.jpg,leopard
D:\python\dataset\leopard\0621.jpg,dataset\leopard\0621.jpg,leopard
D:\python\dataset\leopard\0622.jpg,dataset\leopard\0622.jpg,leopard
D:\python\dataset\leopard\0623.jpg,dataset\leopard\0623.jpg,leopard
D:\python\dataset\leopard\0624.jpg,dataset\leopard\0624.jpg,leopard
D:\python\dataset\leopard\0625.jpg,dataset\leopard\0625.jpg,leopard
D:\python\dataset\leopard\0626.jpg,dataset\leopard\0626.jpg,leopard
D:\python\dataset\leopard\0627.jpg,dataset\leopard\0627.jpg,leopard
D:\python\dataset\leopard\0628.jpg,dataset\leopard\0628.jpg,leopard
D:\python\dataset\leopard\0629.jpg,dataset\leopard\0629.jpg,leopard
D:\python\dataset\leopard\0630.jpg,dataset\leopard\0630.jpg,leopard
D:\python\dataset\leopard\0631.jpg,dataset\leopard\0631.jpg,leopard
D:\python\dataset\leopard\0632.jpg,dataset\leopard\0632.jpg,leopard
D:\python\dataset\leopard\0633.jpg,dataset\leopard\0633.jpg,leopard
D:\python\dataset\leopard\0634.jpg,dataset\leopard\0634.jpg,leopard
D:\python\dataset\leopard\0635.jpg,dataset\leopard\0635.jpg,leopard
D:\python\dataset\leopard\0636.jpg,dataset\leopard\0636.jpg,leopard
D:\python\dataset\leopard\0637.jpg,dataset\leopard\0637.jpg,leopard
D:\python\dataset\leopard\0638.jpg,dataset\leopard\0638.jpg,leopard
D:\python\dataset\leopard\0639.jpg,dataset\leopard\0639.jpg,leopard
D:\python\dataset\leopard\0640.jpg,dataset\leopard\0640.jpg,leopard
D:\python\dataset\leopard\0641.jpg,dataset\leopard\0641.jpg,leopard
D:\python\dataset\leopard\0642.jpg,dataset\leopard\0642.jpg,leopard
D:\python\dataset\leopard\0643.jpg,dataset\leopard\0643.jpg,leopard
D:\python\dataset\leopard\0644.jpg,dataset\leopard\0644.jpg,leopard
D:\python\dataset\leopard\0645.jpg,dataset\leopard\0645.jpg,leopard
D:\python\dataset\leopard\0646.jpg,dataset\leopard\0646.jpg,leopard
D:\python\dataset\leopard\0647.jpg,dataset\leopard\0647.jpg,leopard
D:\python\dataset\leopard\0648.jpg,dataset\leopard\0648.jpg,leopard
D:\python\dataset\leopard\0649.jpg,dataset\leopard\0649.jpg,leopard
D:\python\dataset\leopard\0650.jpg,dataset\leopard\0650.jpg,leopard
D:\python\dataset\leopard\0651.jpg,dataset\leopard\0651.jpg,leopard
D:\python\dataset\leopard\0652.jpg,dataset\leopard\0652.jpg,leopard
D:\python\dataset\leopard\0653.jpg,dataset\leopard\0653.jpg,leopard
D:\python\dataset\leopard\0654.jpg,dataset\leopard\0654.jpg,leopard
D:\python\dataset\leopard\0655.jpg,dataset\leopard\0655.jpg,leopard
D:\python\dataset\leopard\0656.jpg,dataset\leopard\0656.jpg,leopard
D:\python\dataset\leopard\0657.jpg,dataset\leopard\0657.jpg,leopard
D:\python\dataset\leopard\0658.jpg,dataset\leopard\0658.jpg,leopard
D:\python\dataset\leopard\0659.jpg,dataset\leopard\0659.jpg,leopard
D:\python\dataset\leopard\0660.jpg,dataset\leopard\0660.jpg,leopard
D:\python\dataset\leopard\0661.jpg,dataset\leopard\0661.jpg,leopard
D:\python\dataset\leopard\0662.jpg,dataset\leopard\0662.jpg,leopard
D:\python\dataset\leopard\0663.jpg,dataset\leopard\0663.jpg,leopard
D:\python\dataset\leopard\0664.jpg,dataset\leopard\0664.jpg,leopard
D:\python\dataset\leopard\0665.jpg,dataset\leopard\0665.jpg,leopard
D:\python\dataset\leopard\0666.jpg,dataset\leopard\0666.jpg,leopard
D:\python\dataset\leopard\0667.jpg,dataset\leopard\0667.jpg,leopard
D:\python\dataset\leopard\0668.jpg,dataset\leopard\0668.jpg,leopard
D:\python\dataset\leopard\0669.jpg,dataset\leopard\0669.jpg,leopard
D:\python\dataset\leopard\0670.jpg,dataset\leopard\0670.jpg,leopard
D:\python\dataset\leopard\0671.jpg,dataset\leopard\0671.jpg,leopard
D:\python\dataset\leopard\0672.jpg,dataset\leopard\0672.jpg,leopard
D:\python\dataset\leopard\0673.jpg,dataset\leopard\0673.jpg,leopard
D:\python\dataset\leopard\0674.jpg,dataset\leopard\0674.jpg,leopard
D:\python\dataset\leopard\0675.jpg,dataset\leopard\0675.jpg,leopard
D:\python\dataset\leopard\0676.jpg,dataset\leopard\0676.jpg,leopard
D:\python\dataset\leopard\0677.jpg,dataset\leopard\0677.jpg,leopard
D:\python\dataset\leopard\0678.jpg,dataset\leopard\0678.jpg,leopard
D:\python\dataset\leopard\0679.jpg,dataset\leopard\0679.jpg,leopard
D:\python\dataset\leopard\0680.jpg,dataset\leopard\0680.jpg,leopard
D:\python\dataset\leopard\0681.jpg,dataset\leopard\0681.jpg,leopard
D:\python\dataset\leopard\0682.jpg,dataset\leopard\0682.jpg,leopard
D:\python\dataset\leopard\0683.jpg,dataset\leopard\0683.jpg,leopard
D:\python\dataset\leopard\0684.jpg,dataset\leopard\0684.jpg,leopard
D:\python\dataset\leopard\0685.jpg,dataset\leopard\0685.jpg,leopard
D:\python\dataset\leopard\0686.jpg,dataset\leopard\0686.jpg,leopard
D:\python\dataset\leopard\0687.jpg,dataset\leopard\0687.jpg,leopard
D:\python\dataset\leopard\0688.jpg,dataset\leopard\0688.jpg,leopard
D:\python\dataset\leopard\0689.jpg,dataset\leopard\0689.jpg,leopard
D:\python\dataset\leopard\0690.jpg,dataset\leopard\0690.jpg,leopard
D:\python\dataset\leopard\0691.jpg,dataset\leopard\0691.jpg,leopard
D:\python\dataset\leopard\0692.jpg,dataset\leopard\0692.jpg,leopard
D:\python\dataset\leopard\0693.jpg,dataset\leopard\0693.jpg,leopard
D:\python\dataset\leopard\0694.jpg,dataset\leopard\0694.jpg,leopard
D:\python\dataset\leopard\0695.jpg,dataset\leopard\0695.jpg,leopard
D:\python\dataset\leopard\0696.jpg,dataset\leopard\0696.jpg,leopard
D:\python\dataset\leopard\0697.jpg,dataset\leopard\0697.jpg,leopard
D:\python\dataset\leopard\0698.jpg,dataset\leopard\0698.jpg,leopard
D:\python\dataset\leopard\0699.jpg,dataset\leopard\0699.jpg,leopard
D:\python\dataset\leopard\0700.jpg,dataset\leopard\0700.jpg,leopard
D:\python\dataset\leopard\0701.jpg,dataset\leopard\0701.jpg,leopard
D:\python\dataset\leopard\0702.jpg,dataset\leopard\0702.jpg,leopard
D:\python\dataset\leopard\0703.jpg,dataset\leopard\0703.jpg,leopard
D:\python\dataset\leopard\0704.jpg,dataset\leopard\0704.jpg,leopard
D:\python\dataset\leopard\0705.jpg,dataset\leopard\0705.jpg,leopard
D:\python\dataset\leopard\0706.jpg,dataset\leopard\0706.jpg,leopard
D:\python\dataset\leopard\0707.jpg,dataset\leopard\0707.jpg,leopard
D:\python\dataset\leopard\0708.jpg,dataset\leopard\0708.jpg,leopard
D:\python\dataset\leopard\0709.jpg,dataset\leopard\0709.jpg,leopard
D:\python\dataset\leopard\0710.jpg,dataset\leopard\0710.jpg,leopard
D:\python\dataset\leopard\0711.jpg,dataset\leopard\0711.jpg,leopard
D:\python\dataset\leopard\0712.jpg,dataset\leopard\0712.jpg,leopard
D:\python\dataset\leopard\0713.jpg,dataset\leopard\0713.jpg,leopard
D:\python\dataset\leopard\0714.jpg,dataset\leopard\0714.jpg,leopard
D:\python\dataset\leopard\0715.jpg,dataset\leopard\0715.jpg,leopard
