absolute_path,relative_path,class 
D:\new_folder_for_data\dataset\leopard_0464.jpg,..\new_folder_for_data\dataset\leopard_0464.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0465.jpg,..\new_folder_for_data\dataset\leopard_0465.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0466.jpg,..\new_folder_for_data\dataset\leopard_0466.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0467.jpg,..\new_folder_for_data\dataset\leopard_0467.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0468.jpg,..\new_folder_for_data\dataset\leopard_0468.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0469.jpg,..\new_folder_for_data\dataset\leopard_0469.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0470.jpg,..\new_folder_for_data\dataset\leopard_0470.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0471.jpg,..\new_folder_for_data\dataset\leopard_0471.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0472.jpg,..\new_folder_for_data\dataset\leopard_0472.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0473.jpg,..\new_folder_for_data\dataset\leopard_0473.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0474.jpg,..\new_folder_for_data\dataset\leopard_0474.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0475.jpg,..\new_folder_for_data\dataset\leopard_0475.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0476.jpg,..\new_folder_for_data\dataset\leopard_0476.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0477.jpg,..\new_folder_for_data\dataset\leopard_0477.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0478.jpg,..\new_folder_for_data\dataset\leopard_0478.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0479.jpg,..\new_folder_for_data\dataset\leopard_0479.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0480.jpg,..\new_folder_for_data\dataset\leopard_0480.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0481.jpg,..\new_folder_for_data\dataset\leopard_0481.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0482.jpg,..\new_folder_for_data\dataset\leopard_0482.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0483.jpg,..\new_folder_for_data\dataset\leopard_0483.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0484.jpg,..\new_folder_for_data\dataset\leopard_0484.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0485.jpg,..\new_folder_for_data\dataset\leopard_0485.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0486.jpg,..\new_folder_for_data\dataset\leopard_0486.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0487.jpg,..\new_folder_for_data\dataset\leopard_0487.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0488.jpg,..\new_folder_for_data\dataset\leopard_0488.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0489.jpg,..\new_folder_for_data\dataset\leopard_0489.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0490.jpg,..\new_folder_for_data\dataset\leopard_0490.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0491.jpg,..\new_folder_for_data\dataset\leopard_0491.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0492.jpg,..\new_folder_for_data\dataset\leopard_0492.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0493.jpg,..\new_folder_for_data\dataset\leopard_0493.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0494.jpg,..\new_folder_for_data\dataset\leopard_0494.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0495.jpg,..\new_folder_for_data\dataset\leopard_0495.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0496.jpg,..\new_folder_for_data\dataset\leopard_0496.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0497.jpg,..\new_folder_for_data\dataset\leopard_0497.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0498.jpg,..\new_folder_for_data\dataset\leopard_0498.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0499.jpg,..\new_folder_for_data\dataset\leopard_0499.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0500.jpg,..\new_folder_for_data\dataset\leopard_0500.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0501.jpg,..\new_folder_for_data\dataset\leopard_0501.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0502.jpg,..\new_folder_for_data\dataset\leopard_0502.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0503.jpg,..\new_folder_for_data\dataset\leopard_0503.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0504.jpg,..\new_folder_for_data\dataset\leopard_0504.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0505.jpg,..\new_folder_for_data\dataset\leopard_0505.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0506.jpg,..\new_folder_for_data\dataset\leopard_0506.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0507.jpg,..\new_folder_for_data\dataset\leopard_0507.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0508.jpg,..\new_folder_for_data\dataset\leopard_0508.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0509.jpg,..\new_folder_for_data\dataset\leopard_0509.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0510.jpg,..\new_folder_for_data\dataset\leopard_0510.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0511.jpg,..\new_folder_for_data\dataset\leopard_0511.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0512.jpg,..\new_folder_for_data\dataset\leopard_0512.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0513.jpg,..\new_folder_for_data\dataset\leopard_0513.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0514.jpg,..\new_folder_for_data\dataset\leopard_0514.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0515.jpg,..\new_folder_for_data\dataset\leopard_0515.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0516.jpg,..\new_folder_for_data\dataset\leopard_0516.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0517.jpg,..\new_folder_for_data\dataset\leopard_0517.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0518.jpg,..\new_folder_for_data\dataset\leopard_0518.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0519.jpg,..\new_folder_for_data\dataset\leopard_0519.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0520.jpg,..\new_folder_for_data\dataset\leopard_0520.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0521.jpg,..\new_folder_for_data\dataset\leopard_0521.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0522.jpg,..\new_folder_for_data\dataset\leopard_0522.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0523.jpg,..\new_folder_for_data\dataset\leopard_0523.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0524.jpg,..\new_folder_for_data\dataset\leopard_0524.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0525.jpg,..\new_folder_for_data\dataset\leopard_0525.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0526.jpg,..\new_folder_for_data\dataset\leopard_0526.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0527.jpg,..\new_folder_for_data\dataset\leopard_0527.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0528.jpg,..\new_folder_for_data\dataset\leopard_0528.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0529.jpg,..\new_folder_for_data\dataset\leopard_0529.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0530.jpg,..\new_folder_for_data\dataset\leopard_0530.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0531.jpg,..\new_folder_for_data\dataset\leopard_0531.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0532.jpg,..\new_folder_for_data\dataset\leopard_0532.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0533.jpg,..\new_folder_for_data\dataset\leopard_0533.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0534.jpg,..\new_folder_for_data\dataset\leopard_0534.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0535.jpg,..\new_folder_for_data\dataset\leopard_0535.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0536.jpg,..\new_folder_for_data\dataset\leopard_0536.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0537.jpg,..\new_folder_for_data\dataset\leopard_0537.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0538.jpg,..\new_folder_for_data\dataset\leopard_0538.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0539.jpg,..\new_folder_for_data\dataset\leopard_0539.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0540.jpg,..\new_folder_for_data\dataset\leopard_0540.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0541.jpg,..\new_folder_for_data\dataset\leopard_0541.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0542.jpg,..\new_folder_for_data\dataset\leopard_0542.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0543.jpg,..\new_folder_for_data\dataset\leopard_0543.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0544.jpg,..\new_folder_for_data\dataset\leopard_0544.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0545.jpg,..\new_folder_for_data\dataset\leopard_0545.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0546.jpg,..\new_folder_for_data\dataset\leopard_0546.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0547.jpg,..\new_folder_for_data\dataset\leopard_0547.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0548.jpg,..\new_folder_for_data\dataset\leopard_0548.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0549.jpg,..\new_folder_for_data\dataset\leopard_0549.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0550.jpg,..\new_folder_for_data\dataset\leopard_0550.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0551.jpg,..\new_folder_for_data\dataset\leopard_0551.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0552.jpg,..\new_folder_for_data\dataset\leopard_0552.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0553.jpg,..\new_folder_for_data\dataset\leopard_0553.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0554.jpg,..\new_folder_for_data\dataset\leopard_0554.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0555.jpg,..\new_folder_for_data\dataset\leopard_0555.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0556.jpg,..\new_folder_for_data\dataset\leopard_0556.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0557.jpg,..\new_folder_for_data\dataset\leopard_0557.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0558.jpg,..\new_folder_for_data\dataset\leopard_0558.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0559.jpg,..\new_folder_for_data\dataset\leopard_0559.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0560.jpg,..\new_folder_for_data\dataset\leopard_0560.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0561.jpg,..\new_folder_for_data\dataset\leopard_0561.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0562.jpg,..\new_folder_for_data\dataset\leopard_0562.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0563.jpg,..\new_folder_for_data\dataset\leopard_0563.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0564.jpg,..\new_folder_for_data\dataset\leopard_0564.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0565.jpg,..\new_folder_for_data\dataset\leopard_0565.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0566.jpg,..\new_folder_for_data\dataset\leopard_0566.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0567.jpg,..\new_folder_for_data\dataset\leopard_0567.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0568.jpg,..\new_folder_for_data\dataset\leopard_0568.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0569.jpg,..\new_folder_for_data\dataset\leopard_0569.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0570.jpg,..\new_folder_for_data\dataset\leopard_0570.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0571.jpg,..\new_folder_for_data\dataset\leopard_0571.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0572.jpg,..\new_folder_for_data\dataset\leopard_0572.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0573.jpg,..\new_folder_for_data\dataset\leopard_0573.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0574.jpg,..\new_folder_for_data\dataset\leopard_0574.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0575.jpg,..\new_folder_for_data\dataset\leopard_0575.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0576.jpg,..\new_folder_for_data\dataset\leopard_0576.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0577.jpg,..\new_folder_for_data\dataset\leopard_0577.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0578.jpg,..\new_folder_for_data\dataset\leopard_0578.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0579.jpg,..\new_folder_for_data\dataset\leopard_0579.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0580.jpg,..\new_folder_for_data\dataset\leopard_0580.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0581.jpg,..\new_folder_for_data\dataset\leopard_0581.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0582.jpg,..\new_folder_for_data\dataset\leopard_0582.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0583.jpg,..\new_folder_for_data\dataset\leopard_0583.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0584.jpg,..\new_folder_for_data\dataset\leopard_0584.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0585.jpg,..\new_folder_for_data\dataset\leopard_0585.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0586.jpg,..\new_folder_for_data\dataset\leopard_0586.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0587.jpg,..\new_folder_for_data\dataset\leopard_0587.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0588.jpg,..\new_folder_for_data\dataset\leopard_0588.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0589.jpg,..\new_folder_for_data\dataset\leopard_0589.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0590.jpg,..\new_folder_for_data\dataset\leopard_0590.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0591.jpg,..\new_folder_for_data\dataset\leopard_0591.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0592.jpg,..\new_folder_for_data\dataset\leopard_0592.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0593.jpg,..\new_folder_for_data\dataset\leopard_0593.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0594.jpg,..\new_folder_for_data\dataset\leopard_0594.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0595.jpg,..\new_folder_for_data\dataset\leopard_0595.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0596.jpg,..\new_folder_for_data\dataset\leopard_0596.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0597.jpg,..\new_folder_for_data\dataset\leopard_0597.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0598.jpg,..\new_folder_for_data\dataset\leopard_0598.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0599.jpg,..\new_folder_for_data\dataset\leopard_0599.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0600.jpg,..\new_folder_for_data\dataset\leopard_0600.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0601.jpg,..\new_folder_for_data\dataset\leopard_0601.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0602.jpg,..\new_folder_for_data\dataset\leopard_0602.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0603.jpg,..\new_folder_for_data\dataset\leopard_0603.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0604.jpg,..\new_folder_for_data\dataset\leopard_0604.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0605.jpg,..\new_folder_for_data\dataset\leopard_0605.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0606.jpg,..\new_folder_for_data\dataset\leopard_0606.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0607.jpg,..\new_folder_for_data\dataset\leopard_0607.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0608.jpg,..\new_folder_for_data\dataset\leopard_0608.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0609.jpg,..\new_folder_for_data\dataset\leopard_0609.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0610.jpg,..\new_folder_for_data\dataset\leopard_0610.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0611.jpg,..\new_folder_for_data\dataset\leopard_0611.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0612.jpg,..\new_folder_for_data\dataset\leopard_0612.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0613.jpg,..\new_folder_for_data\dataset\leopard_0613.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0614.jpg,..\new_folder_for_data\dataset\leopard_0614.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0615.jpg,..\new_folder_for_data\dataset\leopard_0615.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0616.jpg,..\new_folder_for_data\dataset\leopard_0616.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0617.jpg,..\new_folder_for_data\dataset\leopard_0617.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0618.jpg,..\new_folder_for_data\dataset\leopard_0618.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0619.jpg,..\new_folder_for_data\dataset\leopard_0619.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0620.jpg,..\new_folder_for_data\dataset\leopard_0620.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0621.jpg,..\new_folder_for_data\dataset\leopard_0621.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0622.jpg,..\new_folder_for_data\dataset\leopard_0622.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0623.jpg,..\new_folder_for_data\dataset\leopard_0623.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0624.jpg,..\new_folder_for_data\dataset\leopard_0624.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0625.jpg,..\new_folder_for_data\dataset\leopard_0625.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0626.jpg,..\new_folder_for_data\dataset\leopard_0626.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0627.jpg,..\new_folder_for_data\dataset\leopard_0627.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0628.jpg,..\new_folder_for_data\dataset\leopard_0628.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0629.jpg,..\new_folder_for_data\dataset\leopard_0629.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0630.jpg,..\new_folder_for_data\dataset\leopard_0630.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0631.jpg,..\new_folder_for_data\dataset\leopard_0631.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0632.jpg,..\new_folder_for_data\dataset\leopard_0632.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0633.jpg,..\new_folder_for_data\dataset\leopard_0633.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0634.jpg,..\new_folder_for_data\dataset\leopard_0634.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0635.jpg,..\new_folder_for_data\dataset\leopard_0635.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0636.jpg,..\new_folder_for_data\dataset\leopard_0636.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0637.jpg,..\new_folder_for_data\dataset\leopard_0637.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0638.jpg,..\new_folder_for_data\dataset\leopard_0638.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0639.jpg,..\new_folder_for_data\dataset\leopard_0639.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0640.jpg,..\new_folder_for_data\dataset\leopard_0640.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0641.jpg,..\new_folder_for_data\dataset\leopard_0641.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0642.jpg,..\new_folder_for_data\dataset\leopard_0642.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0643.jpg,..\new_folder_for_data\dataset\leopard_0643.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0644.jpg,..\new_folder_for_data\dataset\leopard_0644.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0645.jpg,..\new_folder_for_data\dataset\leopard_0645.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0646.jpg,..\new_folder_for_data\dataset\leopard_0646.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0647.jpg,..\new_folder_for_data\dataset\leopard_0647.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0648.jpg,..\new_folder_for_data\dataset\leopard_0648.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0649.jpg,..\new_folder_for_data\dataset\leopard_0649.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0650.jpg,..\new_folder_for_data\dataset\leopard_0650.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0651.jpg,..\new_folder_for_data\dataset\leopard_0651.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0652.jpg,..\new_folder_for_data\dataset\leopard_0652.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0653.jpg,..\new_folder_for_data\dataset\leopard_0653.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0654.jpg,..\new_folder_for_data\dataset\leopard_0654.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0655.jpg,..\new_folder_for_data\dataset\leopard_0655.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0656.jpg,..\new_folder_for_data\dataset\leopard_0656.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0657.jpg,..\new_folder_for_data\dataset\leopard_0657.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0658.jpg,..\new_folder_for_data\dataset\leopard_0658.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0659.jpg,..\new_folder_for_data\dataset\leopard_0659.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0660.jpg,..\new_folder_for_data\dataset\leopard_0660.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0661.jpg,..\new_folder_for_data\dataset\leopard_0661.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0662.jpg,..\new_folder_for_data\dataset\leopard_0662.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0663.jpg,..\new_folder_for_data\dataset\leopard_0663.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0664.jpg,..\new_folder_for_data\dataset\leopard_0664.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0665.jpg,..\new_folder_for_data\dataset\leopard_0665.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0666.jpg,..\new_folder_for_data\dataset\leopard_0666.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0667.jpg,..\new_folder_for_data\dataset\leopard_0667.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0668.jpg,..\new_folder_for_data\dataset\leopard_0668.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0669.jpg,..\new_folder_for_data\dataset\leopard_0669.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0670.jpg,..\new_folder_for_data\dataset\leopard_0670.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0671.jpg,..\new_folder_for_data\dataset\leopard_0671.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0672.jpg,..\new_folder_for_data\dataset\leopard_0672.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0673.jpg,..\new_folder_for_data\dataset\leopard_0673.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0674.jpg,..\new_folder_for_data\dataset\leopard_0674.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0675.jpg,..\new_folder_for_data\dataset\leopard_0675.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0676.jpg,..\new_folder_for_data\dataset\leopard_0676.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0677.jpg,..\new_folder_for_data\dataset\leopard_0677.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0678.jpg,..\new_folder_for_data\dataset\leopard_0678.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0679.jpg,..\new_folder_for_data\dataset\leopard_0679.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0680.jpg,..\new_folder_for_data\dataset\leopard_0680.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0681.jpg,..\new_folder_for_data\dataset\leopard_0681.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0682.jpg,..\new_folder_for_data\dataset\leopard_0682.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0683.jpg,..\new_folder_for_data\dataset\leopard_0683.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0684.jpg,..\new_folder_for_data\dataset\leopard_0684.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0685.jpg,..\new_folder_for_data\dataset\leopard_0685.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0686.jpg,..\new_folder_for_data\dataset\leopard_0686.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0687.jpg,..\new_folder_for_data\dataset\leopard_0687.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0688.jpg,..\new_folder_for_data\dataset\leopard_0688.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0689.jpg,..\new_folder_for_data\dataset\leopard_0689.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0690.jpg,..\new_folder_for_data\dataset\leopard_0690.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0691.jpg,..\new_folder_for_data\dataset\leopard_0691.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0692.jpg,..\new_folder_for_data\dataset\leopard_0692.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0693.jpg,..\new_folder_for_data\dataset\leopard_0693.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0694.jpg,..\new_folder_for_data\dataset\leopard_0694.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0695.jpg,..\new_folder_for_data\dataset\leopard_0695.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0696.jpg,..\new_folder_for_data\dataset\leopard_0696.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0697.jpg,..\new_folder_for_data\dataset\leopard_0697.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0698.jpg,..\new_folder_for_data\dataset\leopard_0698.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0699.jpg,..\new_folder_for_data\dataset\leopard_0699.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0700.jpg,..\new_folder_for_data\dataset\leopard_0700.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0701.jpg,..\new_folder_for_data\dataset\leopard_0701.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0702.jpg,..\new_folder_for_data\dataset\leopard_0702.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0703.jpg,..\new_folder_for_data\dataset\leopard_0703.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0704.jpg,..\new_folder_for_data\dataset\leopard_0704.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0705.jpg,..\new_folder_for_data\dataset\leopard_0705.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0706.jpg,..\new_folder_for_data\dataset\leopard_0706.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0707.jpg,..\new_folder_for_data\dataset\leopard_0707.jpg,leopard
D:\new_folder_for_data\dataset\leopard_0708.jpg,..\new_folder_for_data\dataset\leopard_0708.jpg,leopard
